1.000000000000000000e+00 1.000000000000000000e+00 1.521307528018951416e-01 1.172944754362106323e-01
2.000000000000000000e+00 2.000000000000000000e+00 1.360469758510589600e-01 1.049618422985076904e-01
3.000000000000000000e+00 3.000000000000000000e+00 1.175344735383987427e-01 9.073087573051452637e-02
4.000000000000000000e+00 4.000000000000000000e+00 1.003304719924926758e-01 7.746860384941101074e-02
5.000000000000000000e+00 5.000000000000000000e+00 8.661182224750518799e-02 6.682768464088439941e-02
6.000000000000000000e+00 6.000000000000000000e+00 7.673000544309616089e-02 5.910225957632064819e-02
7.000000000000000000e+00 7.000000000000000000e+00 7.006667554378509521e-02 5.382867902517318726e-02
8.000000000000000000e+00 8.000000000000000000e+00 6.547008454799652100e-02 5.018607899546623230e-02
9.000000000000000000e+00 9.000000000000000000e+00 6.210907548666000366e-02 4.754082858562469482e-02
1.000000000000000000e+01 1.000000000000000000e+01 5.944710224866867065e-02 4.547163471579551697e-02
1.100000000000000000e+01 1.100000000000000000e+01 5.718182399868965149e-02 4.374304413795471191e-02
1.200000000000000000e+01 1.200000000000000000e+01 5.515548586845397949e-02 4.222625866532325745e-02
1.300000000000000000e+01 1.300000000000000000e+01 5.330660939216613770e-02 4.086011648178100586e-02
1.400000000000000000e+01 1.400000000000000000e+01 5.157861113548278809e-02 3.960007801651954651e-02
1.500000000000000000e+01 1.500000000000000000e+01 4.998881369829177856e-02 3.844394534826278687e-02
1.600000000000000000e+01 1.600000000000000000e+01 4.853288084268569946e-02 3.738236799836158752e-02
1.700000000000000000e+01 1.700000000000000000e+01 4.720438271760940552e-02 3.641492128372192383e-02
1.800000000000000000e+01 1.800000000000000000e+01 4.600105062127113342e-02 3.553585708141326904e-02
1.900000000000000000e+01 1.900000000000000000e+01 4.492145031690597534e-02 3.474631533026695251e-02
2.000000000000000000e+01 2.000000000000000000e+01 4.396015405654907227e-02 3.404162451624870300e-02
2.100000000000000000e+01 2.100000000000000000e+01 4.309696331620216370e-02 3.340972959995269775e-02
2.200000000000000000e+01 2.200000000000000000e+01 4.232185333967208862e-02 3.283897414803504944e-02
2.300000000000000000e+01 2.300000000000000000e+01 4.161462932825088501e-02 3.231818601489067078e-02
2.400000000000000000e+01 2.400000000000000000e+01 4.094541817903518677e-02 3.182780742645263672e-02
2.500000000000000000e+01 2.500000000000000000e+01 4.030113667249679565e-02 3.135753795504570007e-02
2.600000000000000000e+01 2.600000000000000000e+01 3.967454284429550171e-02 3.090099245309829712e-02
2.700000000000000000e+01 2.700000000000000000e+01 3.905580937862396240e-02 3.045069798827171326e-02
2.800000000000000000e+01 2.800000000000000000e+01 3.845218569040298462e-02 3.001249767839908600e-02
2.900000000000000000e+01 2.900000000000000000e+01 3.786893934011459351e-02 2.958871051669120789e-02
3.000000000000000000e+01 3.000000000000000000e+01 3.730933740735054016e-02 2.918307110667228699e-02
3.100000000000000000e+01 3.100000000000000000e+01 3.678122162818908691e-02 2.879964187741279602e-02
3.200000000000000000e+01 3.200000000000000000e+01 3.628160059452056885e-02 2.843757160007953644e-02
3.300000000000000000e+01 3.300000000000000000e+01 3.580908477306365967e-02 2.809566631913185120e-02
3.400000000000000000e+01 3.400000000000000000e+01 3.536151722073554993e-02 2.777179889380931854e-02
3.500000000000000000e+01 3.500000000000000000e+01 3.493738174438476562e-02 2.746506966650485992e-02
3.600000000000000000e+01 3.600000000000000000e+01 3.452947735786437988e-02 2.717042714357376099e-02
3.700000000000000000e+01 3.700000000000000000e+01 3.413440287113189697e-02 2.688523568212985992e-02
3.800000000000000000e+01 3.800000000000000000e+01 3.375114873051643372e-02 2.660829573869705200e-02
3.900000000000000000e+01 3.900000000000000000e+01 3.337976336479187012e-02 2.633930370211601257e-02
4.000000000000000000e+01 4.000000000000000000e+01 3.302169963717460632e-02 2.607876621186733246e-02
4.100000000000000000e+01 4.100000000000000000e+01 3.267546743154525757e-02 2.582639083266258240e-02
4.200000000000000000e+01 4.200000000000000000e+01 3.234180063009262085e-02 2.558231912553310394e-02
4.300000000000000000e+01 4.300000000000000000e+01 3.201889246702194214e-02 2.534585818648338318e-02
4.400000000000000000e+01 4.400000000000000000e+01 3.170661628246307373e-02 2.511748671531677246e-02
4.500000000000000000e+01 4.500000000000000000e+01 3.140364587306976318e-02 2.489655837416648865e-02
4.600000000000000000e+01 4.600000000000000000e+01 3.110987879335880280e-02 2.468271553516387939e-02
4.700000000000000000e+01 4.700000000000000000e+01 3.082467243075370789e-02 2.447481080889701843e-02
4.800000000000000000e+01 4.800000000000000000e+01 3.054697066545486450e-02 2.427219972014427185e-02
4.900000000000000000e+01 4.900000000000000000e+01 3.027662076056003571e-02 2.407444082200527191e-02
5.000000000000000000e+01 5.000000000000000000e+01 3.001359850168228149e-02 2.388160489499568939e-02
5.100000000000000000e+01 5.100000000000000000e+01 2.975716814398765564e-02 2.369351312518119812e-02
5.200000000000000000e+01 5.200000000000000000e+01 2.950637787580490112e-02 2.350962907075881958e-02
5.300000000000000000e+01 5.300000000000000000e+01 2.926170639693737030e-02 2.332990244030952454e-02
5.400000000000000000e+01 5.400000000000000000e+01 2.902253903448581696e-02 2.315449342131614685e-02
5.500000000000000000e+01 5.500000000000000000e+01 2.878954075276851654e-02 2.298380434513092041e-02
5.600000000000000000e+01 5.600000000000000000e+01 2.856272086501121521e-02 2.281801775097846985e-02
5.700000000000000000e+01 5.700000000000000000e+01 2.834192663431167603e-02 2.265691570937633514e-02
5.800000000000000000e+01 5.800000000000000000e+01 2.812694013118743896e-02 2.250056713819503784e-02
5.900000000000000000e+01 5.900000000000000000e+01 2.791825681924819946e-02 2.234936505556106567e-02
6.000000000000000000e+01 6.000000000000000000e+01 2.771569974720478058e-02 2.220314368605613708e-02
6.100000000000000000e+01 6.100000000000000000e+01 2.751903049647808075e-02 2.206169441342353821e-02
6.200000000000000000e+01 6.200000000000000000e+01 2.732801064848899841e-02 2.192462980747222900e-02
6.300000000000000000e+01 6.300000000000000000e+01 2.714199572801589966e-02 2.179163694381713867e-02
6.400000000000000000e+01 6.400000000000000000e+01 2.696089819073677063e-02 2.166227065026760101e-02
6.500000000000000000e+01 6.500000000000000000e+01 2.678401023149490356e-02 2.153591066598892212e-02
6.600000000000000000e+01 6.600000000000000000e+01 2.661137282848358154e-02 2.141238376498222351e-02
6.700000000000000000e+01 6.700000000000000000e+01 2.644294872879981995e-02 2.129166387021541595e-02
6.800000000000000000e+01 6.800000000000000000e+01 2.627821639180183411e-02 2.117362432181835175e-02
6.900000000000000000e+01 6.900000000000000000e+01 2.611716277897357941e-02 2.105832472443580627e-02
7.000000000000000000e+01 7.000000000000000000e+01 2.596017532050609589e-02 2.094588056206703186e-02
7.100000000000000000e+01 7.100000000000000000e+01 2.580709941685199738e-02 2.083642035722732544e-02
7.200000000000000000e+01 7.200000000000000000e+01 2.565802820026874542e-02 2.073008939623832703e-02
7.300000000000000000e+01 7.300000000000000000e+01 2.551314979791641235e-02 2.062709257006645203e-02
7.400000000000000000e+01 7.400000000000000000e+01 2.537237666547298431e-02 2.052735164761543274e-02
7.500000000000000000e+01 7.500000000000000000e+01 2.523526176810264587e-02 2.043062448501586914e-02
7.600000000000000000e+01 7.600000000000000000e+01 2.510138973593711853e-02 2.033658325672149658e-02
7.700000000000000000e+01 7.700000000000000000e+01 2.497022785246372223e-02 2.024484425783157349e-02
7.800000000000000000e+01 7.800000000000000000e+01 2.484175190329551697e-02 2.015528827905654907e-02
7.900000000000000000e+01 7.900000000000000000e+01 2.471606619656085968e-02 2.006793394684791565e-02
8.000000000000000000e+01 8.000000000000000000e+01 2.459336817264556885e-02 1.998273283243179321e-02
8.100000000000000000e+01 8.100000000000000000e+01 2.447310462594032288e-02 1.989937573671340942e-02
8.200000000000000000e+01 8.200000000000000000e+01 2.435503713786602020e-02 1.981758326292037964e-02
8.300000000000000000e+01 8.300000000000000000e+01 2.423927932977676392e-02 1.973732933402061462e-02
8.400000000000000000e+01 8.400000000000000000e+01 2.412589266896247864e-02 1.965872943401336670e-02
8.500000000000000000e+01 8.500000000000000000e+01 2.401491254568099976e-02 1.958174630999565125e-02
8.600000000000000000e+01 8.600000000000000000e+01 2.390616014599800110e-02 1.950631849467754364e-02
8.700000000000000000e+01 8.700000000000000000e+01 2.379929460585117340e-02 1.943225786089897156e-02
8.800000000000000000e+01 8.800000000000000000e+01 2.369435131549835205e-02 1.935948058962821960e-02
8.900000000000000000e+01 8.900000000000000000e+01 2.359142713248729706e-02 1.928794756531715393e-02
9.000000000000000000e+01 9.000000000000000000e+01 2.349042706191539764e-02 1.921755075454711914e-02
9.100000000000000000e+01 9.100000000000000000e+01 2.339130081236362457e-02 1.914821378886699677e-02
