1.000000000000000000e+00 1.000000000000000000e+00 3.798337280750274658e-01 4.090021252632141113e-01
2.000000000000000000e+00 2.000000000000000000e+00 2.292335927486419678e-01 2.532263398170471191e-01
3.000000000000000000e+00 3.000000000000000000e+00 1.611952334642410278e-01 1.828523725271224976e-01
4.000000000000000000e+00 4.000000000000000000e+00 1.263993382453918457e-01 1.468533426523208618e-01
5.000000000000000000e+00 5.000000000000000000e+00 1.049168780446052551e-01 1.246215477585792542e-01
6.000000000000000000e+00 6.000000000000000000e+00 8.985420316457748413e-02 1.089233011007308960e-01
7.000000000000000000e+00 7.000000000000000000e+00 7.938622683286666870e-02 9.779630601406097412e-02
8.000000000000000000e+00 8.000000000000000000e+00 7.066983729600906372e-02 8.846268057823181152e-02
9.000000000000000000e+00 9.000000000000000000e+00 6.369954347610473633e-02 8.100868016481399536e-02
1.000000000000000000e+01 1.000000000000000000e+01 5.808285623788833618e-02 7.498116046190261841e-02
1.100000000000000000e+01 1.100000000000000000e+01 5.300028622150421143e-02 6.952603161334991455e-02
1.200000000000000000e+01 1.200000000000000000e+01 4.817873612046241760e-02 6.435660272836685181e-02
1.300000000000000000e+01 1.300000000000000000e+01 4.407845437526702881e-02 5.994836613535881042e-02
1.400000000000000000e+01 1.400000000000000000e+01 4.059610515832901001e-02 5.620929598808288574e-02
1.500000000000000000e+01 1.500000000000000000e+01 3.699955716729164124e-02 5.237728357315063477e-02
1.600000000000000000e+01 1.600000000000000000e+01 3.353173285722732544e-02 4.869749769568443298e-02
1.700000000000000000e+01 1.700000000000000000e+01 3.024290688335895538e-02 4.522052407264709473e-02
1.800000000000000000e+01 1.800000000000000000e+01 2.703279443085193634e-02 4.185454174876213074e-02
1.900000000000000000e+01 1.900000000000000000e+01 2.407188527286052704e-02 3.876086324453353882e-02
2.000000000000000000e+01 2.000000000000000000e+01 2.136193029582500458e-02 3.593108803033828735e-02
2.100000000000000000e+01 2.100000000000000000e+01 1.872954890131950378e-02 3.318924456834793091e-02
2.200000000000000000e+01 2.200000000000000000e+01 1.627188920974731445e-02 3.062621317803859711e-02
2.300000000000000000e+01 2.300000000000000000e+01 1.404612045735120773e-02 2.829357609152793884e-02
2.400000000000000000e+01 2.400000000000000000e+01 1.215478871017694473e-02 2.629934623837471008e-02
2.500000000000000000e+01 2.500000000000000000e+01 1.052100770175457001e-02 2.457899600267410278e-02
2.600000000000000000e+01 2.600000000000000000e+01 9.297999553382396698e-03 2.328070066869258881e-02
2.700000000000000000e+01 2.700000000000000000e+01 8.398866280913352966e-03 2.230397239327430725e-02
2.800000000000000000e+01 2.800000000000000000e+01 7.853928022086620331e-03 2.167654037475585938e-02
2.900000000000000000e+01 2.900000000000000000e+01 7.586048915982246399e-03 2.132986299693584442e-02
3.000000000000000000e+01 3.000000000000000000e+01 7.553772535175085068e-03 2.122349478304386139e-02
3.100000000000000000e+01 3.100000000000000000e+01 7.643318269401788712e-03 2.123606763780117035e-02
3.200000000000000000e+01 3.200000000000000000e+01 7.822168990969657898e-03 2.133505977690219879e-02
3.300000000000000000e+01 3.300000000000000000e+01 7.975950837135314941e-03 2.141259238123893738e-02
3.400000000000000000e+01 3.400000000000000000e+01 8.020869456231594086e-03 2.138268016278743744e-02
3.500000000000000000e+01 3.500000000000000000e+01 8.002554066479206085e-03 2.128718979656696320e-02
3.600000000000000000e+01 3.600000000000000000e+01 7.809095084667205811e-03 2.101551368832588196e-02
